name,artist,popularity,id,release_date,track_number,explicit,duration_ms,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",0,3YlrH4ydAKkxuej6F4Nnkl,2016-02-19,1,False,195561,71,0.786,0.69,3.0,-4.665,1.0,0.04,0.0865,9.03e-05,0.238,0.485,122.006
I Love You So,The Walters,87,4SqWKzw0CbA05TGszDgMlc,2014-11-28,1,False,160239,73,0.575,0.648,10.0,-4.891,1.0,0.0358,0.583,0.0,0.115,0.466,75.977
Summer Of '69,Bryan Adams,82,0GONea6G2XdnHWjNZd6zt3,1984-11-05,6,False,216053,76,0.509,0.834,2.0,-6.205,1.0,0.0386,0.0183,0.0,0.0732,0.774,139.13
Arcade,Duncan Laurence,74,1J14CdDAvBTE1AJYUOwl6C,2020-11-12,13,False,185146,66,0.453,0.35,9.0,-11.639,0.0,0.0425,0.827,0.00122,0.144,0.279,72.017
Welcome To The Jungle,Guns N' Roses,0,5NIPsWpDjJTFBoPxCUUeXp,1987-07-21,1,False,273600,81,0.445,0.955,8.0,-8.027,1.0,0.0856,0.0326,0.284,0.317,0.336,123.343
Nothing Else Matters (Remastered),Metallica,69,2CtemffYhT0DJWcT1XW047,1991-08-12,8,False,388733,84,0.547,0.394,4.0,-9.793,0.0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37
Nonstop,Drake,75,0TlLq3lA83rQOYtrqBqSct,2018-06-29,2,True,238614,96,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983
Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",69,3NuK5xMlSlB6K2Qp16zf3h,2018-11-30,3,False,222706,77,0.74,0.622,11.0,-4.608,0.0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966
Middle,"DJ Snake, Bipolar Sunshine",74,0g5EKLgdKvNlln7TNqBByK,2016-08-05,2,False,220573,79,0.583,0.695,9.0,-5.336,1.0,0.0423,0.0138,0.0,0.0527,0.224,104.879
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",74,77MdvMx9L4ZQuLhhn3o21h,2021-06-25,7,False,209493,66,0.429,0.486,1.0,-9.971,1.0,0.101,0.866,0.0,0.0982,0.661,146.99
Lover,Taylor Swift,85,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,3,False,221306,100,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534
How Deep Is Your Love,"Calvin Harris, Disciples",77,22mek4IiqubGD9ctzxc69s,2015-07-17,1,False,212640,87,0.738,0.868,11.0,-4.373,0.0,0.0731,0.0392,0.00169,0.388,0.336,122.003
All I Want,Kodaline,78,0NlGoUyOJSuSHmngoibVAs,2013-06-17,2,False,305746,68,0.188,0.411,0.0,-9.733,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376
Bad Romance,Lady Gaga,82,0SiywuOBRcynK0uKGWdCnn,2009-11-05,1,True,294573,91,0.695,0.921,0.0,-3.752,1.0,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007
Where Are You Now,"Lost Frequencies, Calum Scott",77,3uUuGVFu1V7jTQL60S1r8z,2021-07-30,1,False,148197,81,0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966
Drag Me Down,One Direction,0,70OTIpw8x8UXUsuCHW9i1i,2015-07-31,1,False,192106,85,0.723,0.711,0.0,-5.576,0.0,0.0378,0.0997,0.0,0.0528,0.606,138.098
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",77,4HBZA5flZLE435QTztThqH,2020-05-08,1,False,228482,92,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765
Style,Taylor Swift,67,4lIxdJw6W3Fg4vUIYCB0S5,2014-10-27,3,False,231000,100,0.598,0.786,2.0,-5.572,1.0,0.0383,0.00253,0.0016,0.117,0.456,95.019
PROVENZA,KAROL G,82,3HqcNJdZ2seoGxhn0wVNDK,2023-02-24,12,False,207626,92,0.863,0.502,1.0,-7.912,1.0,0.0496,0.61,0.00765,0.11,0.567,111.029
Dark Red,Steve Lacy,86,3EaJDYHA0KnX88JvDhL9oa,2017-02-20,1,False,173104,83,0.603,0.784,6.0,-4.023,1.0,0.062,0.446,8.32e-06,0.119,0.769,172.041
idontwannabeyouanymore,Billie Eilish,77,41zXlQxzTi6cGAjpOXyLYH,2017-12-22,2,False,203569,95,0.483,0.412,7.0,-8.461,1.0,0.0402,0.737,0.0,0.116,0.247,170.163
cardigan,Taylor Swift,84,4R2kfaDFhslZEMJqAFNpdd,2020-07-24,2,False,239560,100,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033
Young And Beautiful,Lana Del Rey,85,2nMeu6UenVvwUktBCpLMK9,2013-01-01,1,False,236053,92,0.324,0.416,11.0,-8.92,0.0,0.0368,0.262,3.69e-05,0.11,0.151,113.986
Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",82,2dHHgzDwk4BJdRwy9uXhTO,2022-12-02,10,True,221520,90,0.716,0.613,1.0,-6.018,0.0,0.0522,0.391,0.0,0.0813,0.157,97.914
Heartless,Kanye West,84,4EWCNWgDS8707fNSZ1oaA5,2008-11-24,3,False,211000,93,0.79,0.647,10.0,-5.983,0.0,0.136,0.0515,0.0,0.248,0.654,87.999
Bad Habit,Steve Lacy,81,4k6Uh1HXdhtusDW5y8Gbvy,2022-07-15,5,True,232066,83,0.686,0.494,1.0,-7.093,1.0,0.0355,0.613,5.8e-05,0.402,0.7,168.946
What You Know Bout Love,Pop Smoke,78,1tkg4EHVoqnhR6iFEXb60y,2020-07-03,15,True,160000,80,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995
Sure Thing,Miguel,86,0JXXNGljqupsJaZsgSbMZV,2010-11-26,1,False,195373,80,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001
Calm Down (with Selena Gomez),"Rema, Selena Gomez",75,1s7oOCT8vauUh01PbJD6ps,2023-04-27,22,False,239317,78,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999
Toosie Slide,Drake,68,127QTOFJsJQp5LbJbu3A1y,2020-04-03,1,True,247058,96,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618
MONEY,LISA,72,7hU3IHwjX150XLoTVmjD0q,2021-09-10,2,True,168227,81,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026
Under The Influence,Chris Brown,84,5IgjP7X4th6nMNDh4akUHb,2019-10-04,3,True,184613,88,0.755,0.562,9.0,-8.947,0.0,0.0355,0.0186,0.000231,0.18,0.368,116.931
Unstoppable,Sia,77,1yvMUkIOTeUNtNWlWRgANS,2016-10-21,5,False,217746,85,0.468,0.779,9.0,-4.839,1.0,0.0779,0.112,0.000373,0.101,0.26,173.799
Bruises,Lewis Capaldi,78,4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,2,False,220492,81,0.736,0.308,4.0,-7.83,1.0,0.0677,0.946,0.0,0.186,0.361,111.202
Too Good,"Drake, Rihanna",0,7fJtPlEZKxu6gvkfBFc5tW,2016-05-13,16,True,263373,96,0.793,0.653,7.0,-7.839,1.0,0.103,0.0484,4.91e-05,0.1,0.393,117.993
Mine,Bazzi,70,7uzmGiiJyRfuViKKK3lVmR,2018-04-12,14,True,131064,70,0.71,0.789,4.0,-3.874,1.0,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
Budapest,George Ezra,45,48gsLPdOUEDjr7P8Wvykne,2013-11-03,1,False,202120,75,0.706,0.247,5.0,-17.961,1.0,0.0311,0.261,0.0,0.103,0.424,127.812
Look What You Made Me Do,Taylor Swift,79,1P17dC1amhFzptugyAO7Il,2017-11-10,6,False,211853,100,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,70,4hQ6UGyWQIGJmHSo0J88JW,2018-05-10,1,False,207904,82,0.6,0.725,6.0,-4.866,1.0,0.0487,0.0933,1.87e-06,0.12,0.506,102.056
Can't Stop,Red Hot Chili Peppers,85,3ZOEytgrvLwQaqXreDs2Jx,2002-07-09,7,False,269000,84,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455
Star Shopping,Lil Peep,24,6Ox1rvlwEpB49drasQm6RF,2015,1,True,142000,85,0.538,0.471,4.0,-9.84,0.0,0.0955,0.0946,0.0185,0.116,0.307,93.07
Last Resort,Papa Roach,81,5W8YXBz9MTIDyrpYaCg2Ky,2001-04-25,2,True,199906,74,0.589,0.89,4.0,-3.719,0.0,0.06,0.000481,0.00082,0.201,0.687,90.586
Hypnotize - 2007 Remaster,The Notorious B.I.G.,68,6Tsu3OsuMz4KEGKbOYd6A0,2007-03-02,3,True,230000,79,0.895,0.694,9.0,-4.384,1.0,0.275,0.176,0.0,0.292,0.632,93.944
Heartbreak Anniversary,Giveon,79,3FAJ6O0NOHQV8Mc5Ri6ENp,2020-03-27,6,False,198370,78,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087
Promiscuous,"Nelly Furtado, Timbaland",82,2gam98EZKrF9XuOkU13ApN,2006-01-01,4,False,242293,78,0.808,0.97,10.0,-6.098,0.0,0.0504,0.0573,6.17e-05,0.154,0.868,114.328
No Lie,"Sean Paul, Dua Lipa",80,48QmG1dfvMuYLxMPt7KSRA,2018-06-29,9,False,221176,82,0.742,0.882,7.0,-2.862,1.0,0.117,0.0466,0.0,0.206,0.463,102.04
Make You Feel My Love,Adele,72,5FgPwJ7Nh2FVmIXviKl2VF,2008-01-28,9,False,212040,88,0.317,0.172,10.0,-10.636,1.0,0.0326,0.907,0.000383,0.105,0.0963,65.18
ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",75,0FZ4Dmg8jJJAPJnvBIzD9z,2018-12-14,5,True,228759,82,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043
God is a woman,Ariana Grande,74,5OCJzvD7sykQEKHH7qAC3C,2018-08-17,5,True,197546,92,0.602,0.658,1.0,-5.934,1.0,0.0558,0.0233,6e-05,0.237,0.268,145.031
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",78,5IVuqXILoxVWvWEPm82Jxr,2003-06-24,1,False,236133,87,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165
Rap God,Eminem,40,7xB3TwyZMOnKcF50RIXh5b,2013-11-05,9,True,363521,93,0.709,0.843,7.0,-2.66,1.0,0.314,0.395,0.0,0.799,0.625,148.134
Say Something,"A Great Big World, Christina Aguilera",69,6Vc5wAMmXdKIAM7WUoEb7N,2014-01-20,13,False,229400,60,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284
Roar,Katy Perry,77,27tNWlhdAryQY04Gb2ZhUI,2013-01-01,1,False,223546,87,0.671,0.771,7.0,-4.821,0.0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003
TiK ToK,Kesha,83,0HPD5WQqrq7wPWR7P7Dw1i,2010-01-01,2,False,199693,80,0.755,0.837,2.0,-2.718,0.0,0.142,0.0991,0.0,0.289,0.714,120.028
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",79,2YlZnw2ikdb837oKMKjBkW,2015-01-09,6,False,225053,79,0.63,0.53,0.0,-7.259,1.0,0.0434,0.4,0.0,0.177,0.417,108.038
"Paint It, Black",The Rolling Stones,82,63T7DJ1AFDD6Bn8VzG6JE8,1966-04-15,1,False,202266,80,0.464,0.795,1.0,-9.267,1.0,0.0926,0.0493,0.00244,0.399,0.612,158.691
Zombie,The Cranberries,82,7EZC6E7UjZe63f1jRmkWxt,1994-10-03,4,False,306440,78,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00591,0.367,0.312,166.915
La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",81,4HYDUMY0xSpeBr0AMY9cUz,2020-06-12,4,False,219048,80,0.845,0.677,11.0,-4.798,0.0,0.136,0.269,0.000917,0.108,0.68,90.013
Bring Me To Life,Evanescence,83,0COqiPhxzoWICwFCS4eZcp,2003-03-04,2,False,235893,75,0.331,0.943,4.0,-3.188,0.0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",84,7MmG8p0F9N3C4AXdK6o6Eb,2014-10-31,6,False,227266,87,0.646,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035
MIDDLE OF THE NIGHT,Elley Duhé,75,58HvfVOeJY7lUuCqF0m3ly,2020-01-10,1,False,184447,75,0.41,0.611,4.0,-8.271,0.0,0.0467,0.0228,0.0,0.116,0.0899,185.727
Crazy,Gnarls Barkley,36,2N5zMZX7YeL1tico8oQxa9,2006-05-02,2,False,182066,65,0.836,0.741,8.0,-1.609,1.0,0.0339,0.0172,0.0583,0.0826,0.611,111.963
You Give Love A Bad Name,Bon Jovi,82,0rmGAIH9LNJewFw7nKzZnc,1986-08-16,2,False,222706,80,0.541,0.959,0.0,-2.947,0.0,0.0505,0.0663,2.18e-06,0.344,0.812,122.805
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,3,6lEuFGrUqR9Yc6hSsHPnYP,1998-08-18,1,False,299760,76,0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.16
happier,Olivia Rodrigo,82,2tGvwE8GcFKwNdAXMnlbfl,2021-05-21,8,True,175933,88,0.395,0.443,6.0,-9.72,1.0,0.133,0.765,9.67e-06,0.0839,0.338,168.924
Murder on My Mind,YNW Melly,75,7eBqSVxrzQZtK2mmgRG6lC,2018-08-03,13,True,268434,73,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007
Wait a Minute!,WILLOW,78,0y60itmpH0aPKsFiGxmtnh,2015-01-11,13,False,196520,72,0.764,0.705,3.0,-5.279,0.0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
Girls Just Want to Have Fun,Cyndi Lauper,81,4y1LsJpmMti1PfRQV9AWWe,1983-10-14,2,False,238266,73,0.71,0.799,6.0,-4.897,1.0,0.0328,0.22,0.000602,0.349,0.725,120.372
Rockin' Around The Christmas Tree,Brenda Lee,67,2EjXfH91m7f8HiJN1yQg97,1964-10-19,1,False,126266,59,0.598,0.47,8.0,-8.744,1.0,0.0496,0.617,0.0,0.505,0.879,67.086
Santa Tell Me,Ariana Grande,67,0lizgQ7Qw35od7CYaoMBZb,2014-11-24,1,False,204093,92,0.525,0.621,7.0,-7.364,1.0,0.117,0.0489,0.0,0.291,0.592,191.868
It Was A Good Day,Ice Cube,78,2qOm7ukLyHUXWyR4ZWLwxA,1992-11-17,7,True,260000,74,0.798,0.744,7.0,-5.328,0.0,0.136,0.33,0.000106,0.292,0.794,82.356
Everlong,Foo Fighters,82,5UWwZ5lm5PKu6eKsHAGxOk,1997-05-20,11,False,250546,78,0.413,0.881,11.0,-5.541,0.0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
Beat It,Michael Jackson,79,3BovdzfaX4jb5KFQwoPfAw,1982-11-30,5,False,258399,84,0.776,0.711,3.0,-9.03,0.0,0.0473,0.0242,0.000353,0.234,0.901,138.728
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",79,2V65y3PX4DkRhy1djlxd9p,2012-09-14,1,False,212862,77,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042
The Chain - 2004 Remaster,Fleetwood Mac,80,5e9TFTbltYBg2xThimr0rU,1977-02-04,7,False,270213,83,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553
Apocalypse,Cigarettes After Sex,7,3AVrVz5rK8Hrqo9YGiVGN5,2017-06-09,4,False,290146,85,0.369,0.467,5.0,-9.018,1.0,0.0274,0.0194,0.46,0.109,0.174,94.473
Hey There Delilah,Plain White T's,76,4RCWB3V8V0dignt99LZ8vH,2005-01-01,13,False,232533,64,0.658,0.291,2.0,-10.572,1.0,0.0292,0.872,0.0,0.114,0.295,103.962
Dream On,Aerosmith,7,5MxNLUsfh7uzROypsoO5qe,1973-01-05,3,False,266960,76,0.307,0.433,1.0,-10.057,1.0,0.029,0.388,9.08e-05,0.332,0.224,160.9
Send My Love (To Your New Lover),Adele,0,4BHzQ9C00ceJxfG16AlNWb,2016-06-24,2,False,223080,88,0.69,0.524,6.0,-8.39,0.0,0.103,0.0415,3.16e-06,0.17,0.562,164.023
Gold Digger,"Kanye West, Jamie Foxx",79,1PS1QMdUqOal0ai3Gt7sDQ,2005-08-30,4,True,207626,93,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034
Dangerous Woman,Ariana Grande,1,7l94dyN2hX9c6wWcZQuOGJ,2016-05-20,2,False,235946,92,0.664,0.602,4.0,-5.369,0.0,0.0412,0.0529,0.0,0.356,0.289,134.049
Midnight City,M83,0,36lqt57OHqk48BVFzPDEKt,2011-10-18,2,False,243960,72,0.521,0.752,11.0,-5.374,0.0,0.0369,0.0191,0.0,0.0682,0.3,105.051
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,81,3gdewACMIVMEWVbyb8O9sY,1972-05-19,5,False,281613,84,0.601,0.532,10.0,-9.119,1.0,0.0286,0.433,5.95e-06,0.0925,0.342,136.576
All The Small Things,blink-182,81,2m1hi0nfMR9vdGC8UcrnwU,1999-06-01,8,False,167066,80,0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.685,148.708
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",78,2Foc5Q5nqNiosCNqttzHof,2013-04-19,1,False,248413,81,0.794,0.811,6.0,-8.966,0.0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
telepatía,Kali Uchis,81,6tDDoYIxWvMLTdKpjFkc1B,2020-12-04,7,False,160191,85,0.653,0.524,11.0,-9.016,0.0,0.0502,0.112,0.0,0.203,0.553,83.97
Tití Me Preguntó,Bad Bunny,80,1IHWl5LamUGEuP4ozKQSXZ,2022-05-06,4,True,243716,95,0.65,0.715,5.0,-5.198,0.0,0.253,0.0993,0.000291,0.126,0.187,106.672
Bones,Imagine Dragons,82,54ipXppHLA8U4yqpOFTUhr,2022-07-01,1,False,165264,89,0.772,0.75,5.0,-3.67,0.0,0.0455,0.0201,0.0,0.074,0.587,114.061
Yes Indeed,"Lil Baby, Drake",77,6vN77lE9LK6HP2DewaN6HZ,2018-05-18,5,True,142273,87,0.963,0.346,5.0,-9.309,0.0,0.53,0.0355,0.0,0.108,0.562,119.957
Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",71,7ju97lgwC2rKQ6wwsf9no9,2020-05-29,4,False,182200,91,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056
Roses,"The Chainsmokers, ROZES",72,3vv9phIu6Y1vX3jcqaGz5Z,2015-06-16,1,False,226738,83,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001
My House,Flo Rida,75,6Knv6wdA0luoMUuuoYi2i1,2015-04-07,2,False,192190,81,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006
Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez",70,5N5k9nd479b1xpDZ4usjrg,2018-08-17,1,False,213309,87,0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
Pink + White,Frank Ocean,87,3xKsf9qdS1CyvXSMEid6g8,2016-08-20,3,False,184516,88,0.545,0.545,9.0,-7.362,1.0,0.107,0.667,5.48e-05,0.417,0.549,159.94
Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",76,6Pgkp4qUoTmJIPn7ReaGxL,2017-08-10,4,True,181672,82,0.662,0.858,2.0,-4.844,1.0,0.0428,0.00163,0.0,0.0456,0.295,133.993
Perfect Strangers,"Jonas Blue, JP Cooper",35,5bZtRlMBU76vHuDOb1GM5u,2017-07-14,18,False,195313,74,0.729,0.832,1.0,-5.012,1.0,0.0474,0.352,0.0,0.266,0.697,117.963
Want to Want Me,Jason Derulo,74,7oGZAicScQt96OAW4AruYy,2015-05-29,1,False,207719,79,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025
Old Town Road,Lil Nas X,71,0F7FA14euOIX8KcbEturGH,2019-06-21,8,False,113000,76,0.907,0.53,1.0,-6.112,1.0,0.127,0.0578,2.23e-06,0.101,0.507,135.998
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",71,2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,1,False,167693,70,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991
Candy Paint,Post Malone,0,42CeaId2XNlxugDvyqHfDf,2017-10-20,1,True,229573,92,0.765,0.688,4.0,-5.566,1.0,0.0841,0.633,0.0,0.0734,0.434,90.013
It's Beginning to Look a Lot like Christmas,Michael Bublé,58,1rv46mRwDqMEhOBZ7vODg3,2011-10-24,1,False,207199,75,0.331,0.223,4.0,-11.274,1.0,0.0338,0.88,5.92e-06,0.343,0.355,92.896
golden hour,JVKE,77,5odlY52u43F5BjByhxg7wg,2022-09-23,3,False,209259,77,0.515,0.593,4.0,-4.801,1.0,0.0322,0.653,0.162,0.25,0.153,94.467
Stand By Me,Ben E. King,76,3SdTKo2uVsxFblQjpScoHy,1962-08-20,7,False,180055,67,0.65,0.306,9.0,-9.443,1.0,0.0393,0.57,7.07e-06,0.0707,0.605,118.068
Infinity,Jaymes Young,78,1SOClUWhOi8vHZYMz3GluK,2017-06-23,12,False,237720,68,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963
Bitter Sweet Symphony - Remastered 2016,The Verve,80,57iDDD9N9tTWe75x6qhStw,1997-09-29,1,False,357266,68,0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176
Get You The Moon (feat. Snøw),"Kina, Snøw",75,4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,1,False,179080,66,0.498,0.235,1.0,-16.541,0.0,0.188,0.72,0.0,0.144,0.0895,118.917
You Are The Reason,Calum Scott,77,69vToJ9BMbbLlFZo7k7A7B,2018-03-09,4,False,204326,77,0.329,0.235,10.0,-7.699,1.0,0.0303,0.918,0.0,0.137,0.22,171.006
Freaks,Surf Curse,84,7EkWXAI1wn8Ii883ecd9xr,2021-05-15,1,False,147062,75,0.345,0.941,9.0,-9.918,1.0,0.0466,3.84e-05,0.633,0.0511,0.407,179.626
Latch,"Disclosure, Sam Smith",72,1DunhgeZSEgWiIYbHqXl0c,2013-06-03,3,False,255866,77,0.73,0.735,1.0,-5.451,1.0,0.0923,0.0176,0.000189,0.089,0.541,121.985
bury a friend,Billie Eilish,73,4SSnFejRGlZikf02HLewEF,2019-03-29,10,False,193143,95,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",81,3F5CgOj3wFlRv51JsHbxhe,2022-06-17,14,True,218364,96,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921
Call on Me - Ryan Riback Remix,"Starley, Ryan Riback",59,2L6orAlH8tBhiFTumIfMyF,2016-10-18,3,False,222040,55,0.67,0.838,0.0,-4.031,1.0,0.0362,0.0604,0.000611,0.159,0.717,104.998
I See Fire,Ed Sheeran,0,5pY3ovFxbvAg7reGZjJQSp,2014-06-21,16,False,299146,89,0.641,0.176,6.0,-11.692,1.0,0.0349,0.638,5.14e-06,0.252,0.297,76.031
Stargirl Interlude,"The Weeknd, Lana Del Rey",83,5gDWsRxpJ2lZAffh5p7K0w,2016-11-24,8,False,111626,96,0.715,0.47,5.0,-12.638,0.0,0.0772,0.353,0.0923,0.104,0.426,89.965
Go Your Own Way - 2004 Remaster,Fleetwood Mac,64,4xh7W7tlNMIczFhupCPniY,1977-02-04,5,False,223613,83,0.586,0.941,5.0,-5.139,1.0,0.0375,0.0167,0.000776,0.068,0.831,135.448
Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",73,5fnA9mkIfScSqHIpeDyvck,2014-05-16,1,False,189413,64,0.763,0.875,9.0,-5.797,0.0,0.0262,0.024,5.41e-06,0.599,0.8,123.013
Home,Edward Sharpe & The Magnetic Zeros,0,6ZapsNk1ZpaebNXAIohP9R,2009-07-14,6,False,303200,64,0.542,0.589,2.0,-6.623,1.0,0.0318,0.292,0.000522,0.177,0.137,111.665
No Money,Galantis,64,0gb1J5UrTpzaU1s3nupgCd,2016-04-01,1,False,189126,71,0.671,0.916,6.0,-4.014,0.0,0.0397,0.0282,0.00762,0.24,0.803,126.01
Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",2,5Sf3GyLEAzJXxZ5mbCPXTu,2014-02-07,1,False,208133,64,0.829,0.51,5.0,-9.334,0.0,0.0369,0.00821,0.0014,0.0829,0.45,119.993
august,Taylor Swift,86,3hUxzQpSfdDqwM3ZTFQY0K,2020-07-24,8,False,261922,100,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
El Perdón (with Enrique Iglesias),"Nicky Jam, Enrique Iglesias",72,7qCAVkHWZkF44OzOUKf8Cr,2017-01-20,21,False,205906,82,0.628,0.69,8.0,-5.83,1.0,0.0511,0.443,0.0,0.113,0.66,179.908
Black Beatles,"Rae Sremmurd, Gucci Mane",74,6fujklziTHa8uoM5OQSfIo,2016-08-12,5,True,291893,71,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926
Locked Away (feat. Adam Levine),"R. City, Adam Levine",77,7x5xYW5W42OGPAdHUyyguy,2015-10-09,2,False,227480,63,0.509,0.671,1.0,-5.709,1.0,0.0678,0.304,0.0,0.0452,0.55,118.413
Strip That Down,"Liam Payne, Quavo",0,6EpRaXYhGOB3fj4V2uDkMJ,2017-05-18,1,False,204502,62,0.869,0.485,6.0,-5.595,1.0,0.0545,0.246,0.0,0.0765,0.527,106.028
Look Alive (feat. Drake),"BlocBoy JB, Drake",3,4qKcDkK6siZ7Jp1Jb4m0aL,2018-02-09,1,True,181263,56,0.922,0.581,10.0,-7.495,1.0,0.27,0.00104,5.86e-05,0.105,0.595,140.022
Sunset Lover,Petit Biscuit,67,3WRQUvzRvBDr4AxMWhXc5E,2017-11-10,12,False,238906,62,0.785,0.525,6.0,-7.556,1.0,0.042,0.665,0.423,0.114,0.251,90.853
Fake Love,Drake,0,6NMNgWgEAzde5M8U3lc6FN,2016-10-24,1,True,207813,96,0.924,0.543,9.0,-7.474,0.0,0.298,0.182,0.0,0.103,0.736,133.907
Ain't Nobody (Loves Me Better),"Felix Jaehn, Jasmine Thompson",46,3vbqb78xzvD3CJl7ZeW83c,2015-03-03,1,False,186146,75,0.777,0.564,2.0,-6.967,0.0,0.0315,0.683,0.000252,0.0696,0.465,117.973
